time,temp
1542306539378,676
1542306540383,676
1542306541387,676
1542306542385,676
1542306543389,677
1542306544387,677
1542306545390,677
1542306546390,676
1542306547393,678
1542306548391,678
1542306549395,678
1542306550400,678
1542306551397,678
1542306552400,678
1542306553399,678
1542306554402,679
1542306555410,678
1542306556405,679
1542306557404,680
1542306558406,680
1542306559411,680
1542306560407,680
1542306561413,680
1542306562411,680
1542306563414,681
1542306564422,680
1542306565416,680
1542306566421,681
1542306567419,681
1542306568423,682
1542306569421,682
1542306570424,681
1542306571422,682
1542306572427,682
1542306573428,682
1542306574429,682
1542306575432,683
1542306576431,683
1542306577435,683
1542306578433,683
1542306579437,683
1542306580435,683
1542306581439,683
1542306582446,683
1542306583440,684
1542306584446,684
1542306585443,684
1542306586447,685
1542306587444,684
1542306588449,684
1542306589456,684
1542306590451,684
1542306591448,685
1542306592453,685
1542306593450,685
1542306594454,686
1542306595459,686
1542306596456,686
1542306597461,686
1542306598458,686
1542306599463,686
1542306600462,686
1542306601464,686
1542306602470,686
1542306603467,686
1542306604471,686
1542306605469,687
1542306606472,687
1542306607480,687
1542306608474,688
1542306609479,687
1542306610477,688
1542306611481,688
1542306612478,687
1542306613484,688
1542306614480,688
1542306615485,688
1542306616493,688
1542306617487,689
1542306618491,689
1542306619489,689
1542306620492,689
1542306621490,689
1542306622495,689
1542306623492,689
1542306624497,689
1542306625494,689
1542306626499,690
1542306627503,690
1542306628500,690
1542306629505,690
1542306630503,690
1542306631507,690
1542306632515,690
1542306633509,690
1542306634506,690
1542306635511,690
1542306636515,690
1542306637513,691
1542306638517,691
1542306639515,691
1542306640519,691
1542306641517,692
1542306642520,692
1542306643525,692
1542306644523,692
1542306645527,692
1542306646525,692
1542306647529,692
1542306648537,692
1542306649530,692
1542306650531,692
1542306651534,693
1542306652537,693
1542306653535,693
1542306654538,693
1542306655537,693
1542306656541,693
1542306657548,693
1542306658544,693
1542306659547,693
1542306660545,693
1542306661549,693
1542306662547,694
1542306663550,694
1542306664558,694
1542306665553,694
1542306666553,694
1542306667555,694
1542306668559,694
1542306669557,694
1542306670562,694
1542306671559,695
1542306672564,695
1542306673571,695
1542306674565,695
1542306675563,695
1542306676567,695
1542306677571,695
1542306678569,695
1542306679573,695
1542306680571,695
1542306681575,695
1542306682582,696
1542306683577,696
1542306684582,696
1542306685578,696
1542306686583,696
1542306687581,696
1542306688586,696
1542306689583,696
1542306690587,696
1542306691595,696
1542306692590,697
1542306693594,697
1542306694592,697
1542306695595,697
1542306696593,697
1542306697596,697
1542306698599,697
1542306699598,697
1542306700606,697
1542306701602,697
1542306702605,697
1542306703604,698
1542306704607,698
1542306705605,698
1542306706611,698
1542306707608,698
1542306708612,698
1542306709617,698
1542306710613,698
1542306711618,697
1542306712616,698
1542306713619,698
1542306714618,698
1542306715620,698
1542306716619,698
1542306717622,698
1542306718628,698
1542306719625,698
1542306720630,698
1542306721628,698
1542306722632,698
1542306723640,698
1542306724632,699
1542306725640,699
1542306726635,699
1542306727651,699
1542306728636,699
1542306729641,699
1542306730645,699
1542306731644,699
1542306732644,699
1542306733655,699
1542306734650,699
1542306735648,700
1542306736658,700
1542306737649,700
1542306738652,700
1542306739667,700
1542306740655,699
1542306741652,699
1542306742665,700
1542306743662,699
1542306744660,700
1542306745669,700
1542306746666,700
1542306747666,700
1542306748673,700
1542306749668,700
1542306750671,700
1542306751673,700
1542306752674,701
1542306753670,700
1542306754677,700
1542306755674,700
1542306756678,701
1542306757680,701
1542306758679,701
1542306759684,701
1542306760682,701
1542306761686,701
1542306762684,701
1542306763688,701
1542306764695,701
1542306765690,701
1542306766694,701
1542306767691,701
1542306768696,701
1542306769694,702
1542306770698,702
1542306771706,702
1542306772700,702
1542306773704,702
1542306774701,701
1542306775705,701
1542306776702,702
1542306777708,702
1542306778705,702
1542306779710,702
1542306780707,702
1542306781712,702
1542306782716,702
1542306783714,702
1542306784718,702
1542306785716,702
1542306786721,702
1542306787718,703
1542306788722,703
1542306789725,703
1542306790724,703
1542306791728,703
1542306792725,703
1542306793730,703
1542306794728,703
1542306795732,703
1542306796730,703
1542306797733,703
1542306798739,703
1542306799736,703
1542306800740,703
1542306801738,703
1542306802742,703
1542306803740,703
1542306804743,703
1542306805751,703
1542306806745,703
1542306807750,704
1542306808748,704
1542306809752,704
1542306810749,704
1542306811753,704
1542306812750,704
1542306813756,704
1542306814763,704
1542306815758,704
1542306816761,704
1542306817759,704
1542306818763,704
1542306819762,704
1542306820766,704
1542306821763,704
1542306822768,704
1542306823769,704
1542306824770,704
1542306825774,704
1542306826772,704
1542306827776,705
1542306828773,705
1542306829778,705
1542306830785,705
1542306831780,705
1542306832783,705
1542306833781,705
1542306834787,705
1542306835783,705
1542306836789,705
1542306837786,705
1542306838789,705
1542306839797,705
1542306840793,705
1542306841796,705
1542306842794,705
1542306843797,705
1542306844796,705
1542306845800,705
1542306846797,706
1542306847803,706
1542306848800,706
1542306849803,706
1542306850809,705
1542306851806,706
1542306852812,706
1542306853809,705
1542306854812,705
1542306855810,706
1542306856815,706
1542306857822,706
1542306858817,706
1542306859822,706
1542306860818,706
1542306861824,706
1542306862821,706
1542306863825,706
1542306864833,706
1542306865828,706
1542306866824,706
1542306867828,706
1542306868834,707
1542306869831,707
1542306870835,706
1542306871836,706
1542306872838,706
1542306873835,707
1542306874840,707
1542306875844,707
1542306876841,707
1542306877847,706
1542306878843,707
1542306879849,706
1542306880852,707
1542306881850,707
1542306882855,707
1542306883852,707
1542306884857,707
1542306885855,707
1542306886859,707
1542306887867,707
1542306888861,707
1542306889858,707
1542306890862,707
1542306891868,707
1542306892865,707
1542306893869,707
1542306894878,707
1542306895871,707
1542306896878,707
1542306897873,708
1542306898878,708
1542306899876,708
1542306900880,708
1542306901878,708
1542306902881,708
1542306903883,707
1542306904885,708
1542306905889,708
1542306906886,708
1542306907889,708
1542306908888,707
1542306909892,707
1542306910889,708
1542306911895,708
1542306912899,708
1542306913896,708
1542306914900,708
1542306915898,708
1542306916904,708
1542306917901,708
1542306918905,708
1542306919906,708
1542306920908,708
1542306921911,708
1542306922910,708
1542306923913,708
1542306924911,708
1542306925916,709
1542306926913,708
1542306927918,709
1542306928921,709
1542306929920,709
1542306930923,708
1542306931921,708
1542306932926,709
1542306933924,709
1542306934928,709
1542306935935,709
1542306936930,709
1542306937935,709
1542306938931,709
1542306939937,708
1542306940934,708
1542306941938,709
1542306942936,709
1542306943939,709
1542306944946,709
1542306945941,709
1542306946947,709
1542306947944,709
1542306948949,709
1542306949947,709
1542306950951,709
1542306951948,710
1542306952953,710
1542306953957,710
1542306954955,709
1542306955959,709
1542306956957,709
1542306957961,709
1542306958958,710
1542306959963,710
1542306960972,710
1542306961965,710
1542306962969,710
1542306963967,709
1542306964972,709
1542306965968,710
1542306966973,710
1542306967970,710
1542306968976,710
1542306969979,710
1542306970978,710
1542306971982,710
1542306972979,710
1542306973983,710
1542306974990,710
1542306975985,710
1542306976982,710
1542306977988,710
1542306978991,710
1542306979990,710
1542306980992,710
1542306981991,710
1542306982996,711
1542306983992,711
1542306984998,711
1542306985995,710
1542306986999,710
1542306988004,710
1542306989002,710
1542306990006,711
1542306991004,711
1542306992008,711
1542306993015,711
1542306994009,711
1542306995014,710
1542306996012,711
1542306997016,711
1542306998014,711
1542306999018,711
1542307000019,711
1542307001021,711
1542307002025,711
1542307003023,711
1542307004026,711
1542307005037,711
1542307006028,711
1542307007025,711
1542307008031,711
1542307009038,711
1542307010033,711
1542307011036,712
1542307012034,711
1542307013040,711
1542307014037,711
1542307015041,711
1542307016039,711
1542307017042,711
1542307018050,712
1542307019044,712
1542307020050,711
1542307021057,712
1542307022051,711
1542307023049,711
1542307024053,712
1542307025061,712
1542307026055,712
1542307027060,712
1542307028058,711
1542307029062,712
1542307030060,712
1542307031064,712
1542307032071,712
1542307033064,712
1542307034063,712
1542307035067,712
1542307036072,712
1542307037070,712
1542307038073,712
1542307039074,712
1542307040077,712
1542307041073,712
1542307042078,712
1542307043082,712
1542307044080,712
1542307045084,712
1542307046082,712
1542307047087,712
1542307048089,712
1542307049089,712
1542307050093,712
1542307051091,712
1542307052094,713
1542307053093,712
1542307054096,712
1542307055097,712
1542307056099,712
1542307057097,712
1542307058101,712
1542307059105,712
1542307060104,712
1542307061108,712
1542307062104,712
1542307063110,712
1542307064112,712
1542307065112,712
1542307066116,709
1542307067113,711
1542307068118,710
1542307069116,710
1542307070120,711
1542307071127,710
1542307072122,710
1542307073120,710
1542307074124,709
1542307075128,710
1542307076126,710
1542307077131,710
1542307078128,710
1542307079131,710
1542307080138,710
1542307081134,709
1542307082139,709
1542307083136,709
1542307084139,709
1542307085138,710
1542307086142,709
1542307087144,708
1542307088144,708
1542307089149,708
1542307090147,709
1542307091151,709
1542307092149,709
1542307093153,708
1542307094160,707
1542307095154,707
1542307096161,705
1542307097158,707
1542307098161,707
1542307099159,707
1542307100163,706
1542307101161,704
1542307102165,706
1542307103167,706
1542307104167,706
1542307105172,703
1542307106169,704
1542307107172,703
1542307108171,703
1542307109175,703
1542307110172,703
1542307111177,703
1542307112175,702
1542307113179,701
1542307114183,696
1542307115180,701
1542307116186,701
1542307117182,701
1542307118188,700
1542307119185,700
1542307120189,699
1542307121187,699
1542307122191,699
1542307123194,697
1542307124193,698
1542307125196,698
1542307126194,697
1542307127200,697
1542307128207,697
1542307129202,697
1542307130200,696
1542307131203,696
1542307132208,694
1542307133205,695
1542307134210,694
1542307135208,694
1542307136212,694
1542307137209,694
1542307138212,693
1542307139218,693
1542307140216,635
1542307141220,692
1542307142217,691
1542307143221,691
1542307144219,691
1542307145224,691
1542307146221,690
1542307147224,689
1542307148230,689
1542307149227,689
1542307150232,689
1542307151230,688
1542307152233,688
1542307153231,687
1542307154234,686
1542307155242,686
1542307156237,686
1542307157242,687
1542307158240,686
1542307159243,686
1542307160244,685
1542307161246,685
1542307162244,684
1542307163247,684
1542307164252,684
1542307165250,683
1542307166253,682
1542307167252,682
1542307168256,682
1542307169254,682
1542307170258,682
1542307171263,681
1542307172260,681
1542307173264,680
1542307174262,680
1542307175265,680
1542307176272,680
1542307177269,679
1542307178266,679
1542307179270,678
1542307180273,678
1542307181272,678
1542307182276,677
1542307183273,677
1542307184278,677
1542307185286,676
1542307186281,676
1542307187284,676
1542307188282,676
1542307189285,675
1542307190284,675
1542307191289,674
1542307192285,674
1542307193291,674
1542307194298,674
1542307195292,674
1542307196296,673
1542307197294,672
1542307198299,672
1542307199295,672
1542307200301,671
1542307201303,672
1542307202303,671
1542307203308,671
1542307204304,671
1542307205309,671
1542307206307,671
1542307207311,670
1542307208309,669
1542307209312,668
1542307210319,669
1542307211315,669
1542307212319,669
1542307213317,668
1542307214320,668
1542307215319,667
1542307216323,668
1542307217331,667
1542307218323,666
1542307219326,666
1542307220327,666
1542307221331,666
1542307222329,666
1542307223332,665
1542307224331,665
1542307225335,664
1542307226332,664
1542307227337,664
1542307228335,664
1542307229339,664
1542307230343,663
1542307231340,663
1542307232345,663
1542307233343,663
1542307234347,663
1542307235348,662
1542307236348,662
1542307237346,661
1542307238351,661
1542307239355,661
1542307240353,662
1542307241357,662
1542307242355,661
1542307243358,661
1542307244365,662
1542307245361,661
1542307246365,661
1542307247363,660
1542307248367,660
1542307249365,660
1542307250368,660
1542307251375,660
1542307252370,660
1542307253368,660
1542307254374,659
1542307255377,659
1542307256375,659
1542307257378,659
1542307258377,658
1542307259380,658
1542307260388,658
1542307261382,658
1542307262383,658
1542307263385,656
1542307264390,655
1542307265387,655
1542307266391,654
1542307267389,654
1542307268393,654
1542307269400,654
1542307270395,653
1542307271398,653
1542307272397,653
1542307273402,653
1542307274398,653
1542307275404,652
1542307276401,652
1542307277404,650
1542307278412,651
1542307279406,652
1542307280412,652
1542307281409,652
1542307282414,651
1542307283411,650
1542307284415,651
1542307285413,651
1542307286417,648
1542307287425,650
1542307288418,650
1542307289426,649
1542307290421,649
1542307291425,650
1542307292423,650
1542307293426,650
1542307294434,649
1542307295429,644
1542307296427,649
1542307297431,650
1542307298435,650
1542307299433,650
1542307300436,650
1542307301435,649
1542307302440,647
1542307303437,650
1542307304442,650
1542307305446,650
1542307306443,650
1542307307447,650
1542307308445,650
1542307309448,650
1542307310447,649
1542307311452,650
1542307312448,650
1542307313453,650
1542307314460,651
1542307315455,651
1542307316459,651
1542307317456,652
1542307318461,652
1542307319459,653
1542307320463,653
1542307321466,654
1542307322464,654
1542307323472,655
1542307324468,655
1542307325471,656
1542307326469,657
1542307327472,658
1542307328471,658
1542307329475,658
1542307330472,658
1542307331478,659
1542307332481,660
1542307333480,661
1542307334484,661
1542307335481,662
1542307336484,662
1542307337485,663
1542307338489,664
1542307339485,664
1542307340489,664
1542307341494,665
1542307342491,666
1542307343496,666
1542307344493,667
1542307345498,644
1542307346496,668
1542307347499,658
1542307348500,668
1542307349503,669
1542307350506,670
1542307351504,670
1542307352507,670
1542307353505,671
1542307354509,672
1542307355508,672
1542307356512,673
1542307357510,674
1542307358513,674
1542307359523,675
1542307360516,675
1542307361519,675
1542307362517,676
1542307363522,676
1542307364523,676
1542307365536,677
1542307366523,677
1542307367525,677
1542307368536,678
1542307369528,679
1542307370532,679
1542307371541,680
1542307372533,679
1542307373541,679
1542307374545,681
1542307375542,681
1542307376538,681
1542307377546,681
1542307378540,682
1542307379543,683
1542307380551,683
1542307381546,683
1542307382544,684
1542307383552,683
1542307384550,684
1542307385550,684
1542307386556,685
1542307387552,685
1542307388556,685
1542307389556,685
1542307390558,685
1542307391560,686
1542307392559,687
1542307393564,687
1542307394562,687
1542307395566,687
1542307396564,687
1542307397567,688
1542307398565,689
1542307399570,689
1542307400567,687
1542307401572,686
1542307402579,687
1542307403573,687
1542307404577,688
1542307405575,688
1542307406580,688
1542307407576,688
1542307408582,683
1542307409582,688
1542307410583,688
1542307411591,689
1542307412586,689
1542307413590,688
1542307414588,689
1542307415591,689
1542307416589,689
1542307417594,688
1542307418597,690
1542307419596,691
1542307420594,691
1542307421598,690
1542307422601,690
1542307423600,691
1542307424605,691
1542307425600,690
1542307426606,690
1542307427614,690
1542307428607,690
1542307429612,690
1542307430609,690
1542307431614,691
1542307432612,691
1542307433616,691
1542307434613,691
1542307435617,691
1542307436618,691
1542307437619,691
1542307438624,691
1542307439622,691
1542307440626,691
1542307441624,690
1542307442627,691
1542307443625,691
1542307444630,692
1542307445633,692
1542307446632,693
1542307447636,693
1542307448634,693
1542307449639,692
1542307450635,693
1542307451640,693
1542307452637,693
1542307453642,693
1542307454650,693
1542307455643,693
1542307456647,694
1542307457646,694
1542307458650,694
1542307459646,695
1542307460652,695
1542307461654,695
1542307462654,695
1542307463658,695
1542307464655,695
1542307465660,696
1542307466657,696
1542307467662,696
1542307468660,695
1542307469664,696
1542307470671,696
1542307471665,697
1542307472668,697
1542307473667,697
1542307474671,697
1542307475670,697
1542307476674,697
1542307477672,697
1542307478675,697
1542307479674,697
1542307480678,697
1542307481682,697
1542307482680,698
1542307483683,698
1542307484681,698
1542307485686,698
1542307486683,698
1542307487688,698
1542307488689,698
1542307489690,699
1542307490693,699
1542307491691,699
1542307492696,699
1542307493694,699
1542307494698,699
1542307495696,699
1542307496699,700
1542307497708,700
1542307498700,700
1542307499706,700
1542307500704,700
1542307501708,700
1542307502706,700
1542307503710,701
1542307504717,701
1542307505711,701
1542307506709,701
1542307507713,701
1542307508718,701
1542307509716,701
1542307510720,702
1542307511718,702
1542307512721,702
1542307513729,702
1542307514725,702
1542307515729,703
1542307516726,703
1542307517730,702
1542307518728,702
1542307519732,702
1542307520729,703
1542307521734,703
1542307522742,703
1542307523737,703
1542307524740,703
1542307525737,703
1542307526743,703
1542307527740,704
1542307528744,704
1542307529742,704
1542307530747,704
1542307531744,704
1542307532749,704
1542307533753,704
1542307534750,704
1542307535755,705
1542307536752,705
1542307537756,705
1542307538755,704
1542307539759,704
1542307540763,705
1542307541761,705
1542307542764,705
1542307543763,705
1542307544767,705
1542307545764,705
1542307546770,706
1542307547771,706
1542307548772,706
1542307549776,706
1542307550773,706
1542307551778,706
1542307552776,706
1542307553780,706
1542307554788,706
1542307555781,706
1542307556779,706
1542307557782,706
1542307558788,706
1542307559786,707
1542307560790,707
1542307561788,707
1542307562792,707
1542307563794,707
1542307564793,707
1542307565798,707
1542307566795,707
1542307567800,707
1542307568797,707
1542307569802,707
1542307570810,707
1542307571804,708
1542307572801,708
1542307573806,708
1542307574810,708
1542307575807,708
1542307576812,708
1542307577809,708
1542307578814,708
1542307579821,708
1542307580815,708
1542307581814,708
1542307582817,708
1542307583821,708
1542307584820,708
1542307585823,708
1542307586821,708
1542307587824,709
1542307588832,708
1542307589827,708
1542307590832,709
1542307591830,709
1542307592834,709
1542307593832,709
1542307594835,709
1542307595835,709
1542307596839,709
1542307597843,709
1542307598840,709
1542307599844,709
1542307600842,709
1542307601846,710
1542307602844,709
1542307603849,709
1542307604850,709
1542307605851,710
1542307606855,710
1542307607853,710
1542307608856,710
1542307609855,710
1542307610859,710
1542307611858,710
1542307612861,710
1542307613858,710
1542307614862,710
1542307615867,710
1542307616865,710
1542307617869,711
1542307618867,711
1542307619871,711
1542307620869,711
1542307621873,710
1542307622873,711
1542307623874,711
1542307624879,711
1542307625877,710
1542307626881,711
1542307627879,710
1542307628882,711
1542307629881,711
1542307630885,711
1542307631890,711
1542307632887,711
1542307633892,711
1542307634889,712
1542307635894,712
1542307636901,711
1542307637896,712
1542307638896,711
1542307639898,712
1542307640902,712
1542307641900,712
1542307642904,712
1542307643902,712
1542307644905,712
1542307645912,712
1542307646907,712
1542307647912,712
1542307648910,712
1542307649915,712
1542307650912,712
1542307651915,712
1542307652914,713
1542307653918,713
1542307654915,712
1542307655921,713
1542307656924,712
1542307657922,712
1542307658925,713
1542307659924,713
1542307660929,712
1542307661929,712
1542307662931,713
1542307663928,713
1542307664933,713
1542307665936,713
1542307666934,713
1542307667939,713
1542307668936,713
1542307669941,713
1542307670939,712
1542307671943,713
1542307672947,713
1542307673944,713
1542307674950,714
1542307675946,713
1542307676951,713
1542307677952,713
1542307678953,713
1542307679958,714
1542307680955,714
1542307681960,713
1542307682957,713
1542307683961,713
1542307684968,713
1542307685964,714
1542307686961,714
1542307687966,714
1542307688971,714
1542307689968,714
1542307690971,714
1542307691970,714
1542307692973,714
1542307693980,714
1542307694977,714
1542307695981,714
1542307696978,714
1542307697982,715
1542307698980,715
1542307699985,715
1542307700981,714
1542307701987,714
1542307702983,714
1542307703989,715
1542307704992,715
1542307705990,714
1542307706995,714
1542307707992,714
1542307708997,715
1542307709994,715
1542307710998,715
1542307712003,715
1542307713001,715
1542307714004,715
1542307715003,715
1542307716007,715
1542307717008,715
1542307718010,715
1542307719007,714
1542307720011,715
1542307721015,715
1542307722014,715
1542307723018,715
1542307724016,715
1542307725019,715
1542307726027,715
1542307727021,716
1542307728021,716
1542307729024,716
1542307730028,715
1542307731026,715
1542307732030,715
1542307733028,716
1542307734031,716
1542307735039,716
1542307736034,716
1542307737038,716
1542307738036,716
1542307739040,716
1542307740038,716
1542307741052,716
1542307742041,716
1542307743043,716
1542307744049,715
1542307745045,716
1542307746050,716
1542307747048,716
1542307748052,716
1542307749050,716
1542307750055,716
1542307751052,716
1542307752056,716
1542307753053,716
1542307754058,716
1542307755062,716
1542307756060,716
1542307757065,717
1542307758073,717
1542307759067,716
1542307760064,716
1542307761069,716
1542307762073,716
1542307763070,717
1542307764075,717
1542307765073,717
1542307766077,717
1542307767076,716
1542307768079,716
1542307769076,717
1542307770080,717
1542307771085,717
1542307772083,717
1542307773086,717
1542307774094,717
1542307775090,717
1542307776092,717
1542307777092,717
1542307778095,717
1542307779093,717
1542307780098,717
1542307781096,717
1542307782100,717
1542307783098,717
1542307784101,717
1542307785099,717
1542307786103,717
1542307787109,717
1542307788106,717
1542307789111,716
1542307790109,718
1542307791113,718
1542307792115,718
1542307793115,717
1542307794119,717
1542307795116,717
1542307796121,718
1542307797118,718
1542307798123,717
1542307799131,717
1542307800124,717
1542307801126,708
1542307802127,718
1542307803130,718
1542307804129,718
1542307805133,706
1542307806130,718
1542307807135,718
1542307808143,718
1542307809137,718
1542307810141,717
1542307811138,718
1542307812144,718
1542307813142,718
1542307814146,718
1542307815146,718
1542307816147,718
1542307817152,718
1542307818149,718
1542307819154,718
1542307820151,718
1542307821156,718
1542307822163,718
1542307823158,718
1542307824156,718
1542307825160,718
1542307826164,718
1542307827162,718
1542307828167,718
1542307829164,719
1542307830169,718
1542307831169,718
1542307832170,718
1542307833175,718
1542307834173,719
1542307835177,719
1542307836175,719
1542307837178,718
1542307838185,718
1542307839180,719
1542307840185,719
1542307841182,719
1542307842187,718
1542307843185,718
1542307844189,718
1542307845196,719
1542307846190,719
1542307847197,719
1542307848193,719
1542307849198,718
1542307850196,719
1542307851199,719
1542307852197,719
1542307853201,719
1542307854203,718
1542307855204,718
1542307856211,719
1542307857206,719
1542307858209,719
1542307859208,719
1542307860212,710
1542307861209,719
1542307862214,719
1542307863221,719
1542307864216,708
1542307865220,719
1542307866217,719
1542307867222,712
1542307868219,719
1542307869224,720
1542307870225,719
1542307871226,719
1542307872223,719
1542307873228,720
1542307874233,720
1542307875231,719
1542307876234,719
1542307877232,719
1542307878236,719
1542307879244,720
1542307880238,719
1542307881243,719
1542307882241,719
1542307883245,719
1542307884243,719
1542307885247,720
1542307886255,720
1542307887249,719
1542307888252,719
1542307889250,719
1542307890255,720
1542307891253,720
1542307892257,720
1542307893255,720
1542307894260,720
1542307895256,719
1542307896261,720
1542307897265,720
1542307898263,720
1542307899267,720
1542307900265,720
1542307901270,720
1542307902266,720
1542307903272,720
1542307904276,720
1542307905274,720
1542307906277,720
1542307907276,720
1542307908281,720
1542307909280,720
1542307910282,720
1542307911280,720
1542307912284,720
1542307913287,720
1542307914286,720
1542307915289,720
1542307916287,721
1542307917292,720
1542307918290,720
1542307919294,720
1542307920294,720
1542307921295,721
1542307922300,720
1542307923299,720
1542307924302,720
1542307925300,720
1542307926304,721
1542307927312,721
1542307928306,721
1542307929311,721
1542307930308,720
1542307931312,720
1542307932310,721
1542307933313,721
1542307934321,720
1542307935317,720
1542307936318,720
1542307937319,721
1542307938322,721
1542307939320,721
1542307940324,721
1542307941323,720
1542307942326,721
1542307943334,721
1542307944329,721
1542307945333,720
1542307946331,720
1542307947334,720
1542307948333,721
1542307949338,721
1542307950334,721
1542307951340,721
1542307952338,721
1542307953342,721
1542307954346,721
1542307955342,721
1542307956348,721
1542307957344,721
1542307958350,721
1542307959349,721
1542307960351,721
1542307961359,721
1542307962354,721
1542307963358,721
1542307964356,721
1542307965361,721
1542307966358,721
1542307967363,721
1542307968366,721
1542307969364,721
1542307970368,721
1542307971366,721
1542307972371,721
1542307973367,721
1542307974373,721
1542307975371,721
1542307976375,721
1542307977372,721
1542307978376,722
1542307979381,722
1542307980379,721
1542307981383,721
1542307982381,721
1542307983385,721
1542307984386,721
1542307985386,722
1542307986391,722
1542307987388,722
1542307988393,722
1542307989391,721
1542307990396,721
1542307991414,722
1542307992398,722
1542307993402,722
1542307994405,721
1542307995404,721
1542307996402,721
1542307997417,722
1542307998404,722
1542307999408,722
1542308000418,722
1542308001410,721
1542308002414,722
1542308003423,722
1542308004415,722
1542308005414,722
1542308006424,722
1542308007415,722
1542308008421,722
1542308009429,722
1542308010423,722
1542308011425,722
1542308012431,722
1542308013429,722
1542308014427,722
1542308015435,722
1542308016432,722
1542308017431,722
1542308018438,722
1542308019434,722
1542308020439,722
1542308021437,722
1542308022440,722
1542308023439,722
1542308024443,722
1542308025440,722
1542308026445,722
1542308027449,722
1542308028448,722
1542308029451,722
1542308030450,722
1542308031453,722
1542308032460,722
1542308033455,722
1542308034460,722
1542308035458,723
1542308036462,722
1542308037460,722
1542308038462,722
1542308039460,723
1542308040466,723
1542308041469,722
1542308042468,722
1542308043465,722
1542308044469,722
1542308045474,723
1542308046471,723
1542308047476,723
1542308048472,722
1542308049478,722
1542308050480,722
1542308051480,723
1542308052483,723
1542308053481,722
1542308054486,722
1542308055483,722
1542308056488,722
1542308057487,723
1542308058490,723
1542308059495,723
1542308060492,723
1542308061497,723
1542308062495,723
1542308063498,723
1542308064505,723
1542308065500,723
1542308066499,723
1542308067503,723
1542308068507,722
1542308069505,723
1542308070508,723
1542308071507,723
1542308072512,723
1542308073508,722
1542308074513,723
1542308075517,723
1542308076515,723
1542308077520,723
1542308078516,723
1542308079521,723
1542308080519,723
1542308081524,723
1542308082521,723
1542308083525,723
1542308084528,723
1542308085527,723
1542308086532,723
1542308087528,723
1542308088534,723
1542308089532,723
1542308090535,723
1542308091532,723
